Mes,AÑO,Farola,Sticker,Potencia Antigua,W,Tecnologia,Marca,Direccion,Latitud,Longitud,Observacion
Julio,2024,1630958,031308,200,0.5,LED,SED,SANTA INÉS,2.946131921,-75.30021718,HURTO DE LUMINARIA 
Julio,2024,1630807,62423,120,0.5,LED,OTRAS MARCAS,CL 89 # 2C-04 POLID DARIO ECHAN,2.979604103,-75.28697397,HURTO DE LUMINARIA 
Julio,2024,1651636,067414,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.904688,-75.287425,HURTO DE LUMINARIA 
Julio,2024,1726036,008876,27.8,0.5,LED,SED,TUQUILA,2.915144,-75.28132,HURTO DE LUMINARIA 
Julio,2024,1726037,008832,27.8,0.5,LED,SED,TUQUILA,2.915144,-75.28132,HURTO DE LUMINARIA 
Julio,2024,1751169,031205,100,0.5,LED,SED,EL PROGRESO,2.968906089,-75.29106801,HURTO DE LUMINARIA 
Julio,2024,1634752,003787,27.8,0.5,LED,SED,LUIS CARLOS GALAN,2.969923784,-75.28795997,HURTO DE LUMINARIA 
Julio,2024,1724145,018375,27.8,0.5,LED,SED,VIRGILIO BARCO,2.969923784,-75.28795997,HURTO DE LUMINARIA 
Julio,2024,1630873,069954,200,0.5,LED,SED,CL 90 CON KR 1 POLIDEP VILLA MAGDALENA,2.98159,-75.287219,HURTO DE LUMINARIA 
Julio,2024,1735790,064094,92.6,0.5,LED,SED,VIRGILIO BARCO,2.96792731,-75.28755162,HURTO DE LUMINARIA 
Julio,2024,1735789,028560,92.6,0.5,LED,SED,VIRGILIO BARCO,2.96792731,-75.28755162,HURTO DE LUMINARIA 
Julio,2024,1739357,051593,27.8,0.5,LED,SED,K28 #2C-92 FRENTE COLEGIO IPC,2.92248103,-75.2683598,HURTO DE LUMINARIA 
Julio,2024,1739368,051987,27.8,0.5,LED,SED,K28 #2C-92 FRENTE COLEGIO IPC,2.9229464,-75.26774607,HURTO DE LUMINARIA 
Julio,2024,1739369,051594,27.8,0.5,LED,SED,K28 #2C-92 FRENTE COLEGIO IPC,2.9229464,-75.26774607,HURTO DE LUMINARIA 
Agosto,2024,1646739,005161,27.8,0.5,LED,SED,CL 57A # 1AW ESQ CIUDADELA COM,2.96110673,-75.29936291,HURTO DE LUMINARIA 
Agosto,2024,1637905,015736,27.8,0.5,LED,SED,CRA 2 CL 58 A 64,2.95999536,-75.29311947,HURTO DE LUMINARIA 
Agosto,2024,1637907,015737,27.8,0.5,LED,SED,CRA 2 CL 58 A 64,2.95993106,-75.29313776,HURTO DE LUMINARIA 
Agosto,2024,1637908,015738,27.8,0.5,LED,SED,CRA 2 CL 58 A 64,2.95993106,-75.29313776,HURTO DE LUMINARIA 
Agosto,2024,1637906,015757,27.8,0.5,LED,SED,CRA 2 CL 58 A 64,2.95999536,-75.29311947,HURTO DE LUMINARIA 
Agosto,2024,1649648,SC&C4-0320,200,0.5,LED,OTRAS MARCAS,LOS MOLINOS,2.946214,-75.287911,HURTO DE LUMINARIA 
Agosto,2024,1649649,SC&C4-0321,100,0.5,LED,OTRAS MARCAS,LOS MOLINOS,2.946214,-75.287911,HURTO DE LUMINARIA 
Agosto,2024,1646490,020771,37,0.5,LED,SED,CLL 80 NO 1C-22 VILLA MARCELA   ,2.9732663,-75.2917914,HURTO DE LUMINARIA 
Agosto,2024,1646484,020799,37,0.5,LED,SED,CLL 80 NO 1C-22 VILLA MARCELA   ,2.97327352,-75.29156954,HURTO DE LUMINARIA 
Agosto,2024,1646487,020769,37,0.5,LED,SED,CLL 80 NO 1C-22 VILLA MARCELA   ,2.9733058,-75.29169615,HURTO DE LUMINARIA 
Agosto,2024,1669410,004377,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.912367028,-75.26861999,HURTO DE LUMINARIA 
Agosto,2024,1665849,041537,27.8,0.5,LED,SED,LA GAITANA,2.932085,-75.27415,HURTO DE LUMINARIA 
Agosto,2024,1665848,041501,27.8,0.5,LED,SED,LA GAITANA,2.932085,-75.27415,HURTO DE LUMINARIA 
Agosto,2024,1658472,008346,27.8,0.5,LED,SED,LAS MERCEDES,2.96319461,-75.29307755,HURTO DE LUMINARIA 
Agosto,2024,1631859,031558,300,0.5,LED,SED,SAN PEDRO,2.920509585,-75.29067483,HURTO DE LUMINARIA 
Agosto,2024,1631858,031548,300,0.5,LED,SED,SAN PEDRO,2.920509585,-75.29067483,HURTO DE LUMINARIA 
Agosto,2024,1754547,062196,200,0.5,LED,SED,COMBEIMA,2.969889098,-75.28982097,HURTO DE LUMINARIA 
Agosto,2024,1646448,019882,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97320535,-75.29065378,HURTO DE LUMINARIA 
Agosto,2024,1646447,019883,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97320803,-75.29057968,HURTO DE LUMINARIA 
Agosto,2024,1646449,019884,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97326301,-75.29076834,HURTO DE LUMINARIA 
Agosto,2024,1646453,019889,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97330513,-75.29052202,HURTO DE LUMINARIA 
Agosto,2024,1646454,019888,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97330346,-75.29057533,HURTO DE LUMINARIA 
Agosto,2024,1646456,019744,37,0.5,LED,SED,CL 78A # 1E-37 PQ MINUTP DE DIOS,2.97366765,-75.29035299,HURTO DE LUMINARIA 
Septiembre,2024,1630949,032064,200,0.5,LED,SED,ÁLVARO SÁNCHEZ SILVA,2.944517089,-75.29052004,HURTO DE LUMINARIA 
Septiembre,2024,1631682,D968&C10-2084,400,0.5,METAL HALIDE,OTRAS MARCAS,CRA 28 CL 11S POLIDEPORTIVO GALAN,2.915429,-75.270326,HURTO DE LUMINARIA 
Septiembre,2024,1631724,D971&C10-2088,400,0.5,METAL HALIDE,OTRAS MARCAS,CRA 28 CL 11S POLIDEPORTIVO GALAN,2.915584,-75.270216,HURTO DE LUMINARIA 
Septiembre,2024,1630822,031339,200,0.5,LED,SED,CRA 2 CL 78 Y 78B POLID LUIS E. VANEGAS,2.972426045,-75.28913099,HURTO DE LUMINARIA 
Septiembre,2024,1639111,035660,27.8,0.5,LED,SED,CRA 5 CLL 9,2.92812004,-75.28932742,HURTO DE LUMINARIA 
Septiembre,2024,1639113,035677,27.8,0.5,LED,SED,CRA 5 CLL 9,2.92812111,-75.28938249,HURTO DE LUMINARIA 
Septiembre,2024,1648080,035673,27.8,0.5,LED,SED,CRA 5 CLL 9,2.92825773,-75.28937663,HURTO DE LUMINARIA 
Septiembre,2024,1651200,SC&C11-1640,150,0.5,LED,OTRAS MARCAS,CRA 32 CLL 29 A S. PTA. SOL 6 DE,2.89918819,-75.26514933,HURTO DE LUMINARIA 
Septiembre,2024,1722445,SC,71,0.5,LED,OTRAS MARCAS,K 6W C 44 SAN SILVESTRE,2.95211948,-75.30202854,HURTO DE LUMINARIA 
Septiembre,2024,1722446,SC,71,0.5,LED,OTRAS MARCAS,K 6W C 44 SAN SILVESTRE,2.95211948,-75.30202854,HURTO DE LUMINARIA 
Septiembre,2024,1722325,SC,71,0.5,LED,OTRAS MARCAS,CRA 6W CL 26-29,2.94831184,-75.30189462,HURTO DE LUMINARIA 
Septiembre,2024,1722326,SC,71,0.5,LED,OTRAS MARCAS,CRA 6W CL 26-29,2.94831184,-75.30189462,HURTO DE LUMINARIA 
Septiembre,2024,1631577,031126,100,0.5,LED,SED,LOS MARTIRES,2.929887,-75.296892,HURTO DE LUMINARIA 
Septiembre,2024,1647978,031098,70,0.5,LED,SED,LOS MARTIRES,2.929626,-75.296577,HURTO DE LUMINARIA 
Septiembre,2024,1731541,040539,37,0.5,LED,SED,LAS AMERICAS,2.92674906,-75.26953799,HURTO DE LUMINARIA 
Septiembre,2024,1666338,040527,37,0.5,LED,SED,LAS AMERICAS,2.926830038,-75.26950399,HURTO DE LUMINARIA 
Octubre,2024,1646714,033582,27.8,0.5,LED,SED,VIRGILIO BARCO - LUIS CARLOS GALÁN,2.969001047,-75.28948599,HURTO DE LUMINARIA 
Octubre,2024,1650989,068367,92.6,0.5,LED,SED,AV SURABASTOS,2.916717,-75.288664,HURTO DE LUMINARIA 
Octubre,2024,1650990,068341,92.6,0.5,LED,SED,AV SURABASTOS,2.917045,-75.288645,HURTO DE LUMINARIA 
Octubre,2024,1650992,029562,92.6,0.5,LED,SED,AV SURABASTOS,2.91769029,-75.28856282,HURTO DE LUMINARIA 
Octubre,2024,1650995,038454,92.6,0.5,LED,SED,AV SURABASTOS,2.917606,-75.288801,HURTO DE LUMINARIA 
Octubre,2024,1650975,068331,92.6,0.5,LED,SED,AV SURABASTOS,2.912794094,-75.28880896,HURTO DE LUMINARIA 
Octubre,2024,1650983,068333,92.6,0.5,LED,SED,AV SURABASTOS,2.91497,-75.2887,HURTO DE LUMINARIA 
Octubre,2024,1637098,3510-35,35,0.5,LED,OTRAS MARCAS,AV LA TOMA CARRERA 5 A CARRERA 9,2.933852,-75.29154,HURTO DE LUMINARIA 
Octubre,2024,1637093,3702-35,35,0.5,LED,OTRAS MARCAS,AV LA TOMA CARRERA 5 A CARRERA 9,2.933965,-75.291584,HURTO DE LUMINARIA 
Octubre,2024,1650986,068336,92.6,0.5,LED,SED,AV SURABASTOS,2.915921,-75.288694,HURTO DE LUMINARIA 
Octubre,2024,1648128,015879,27.8,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93208987,-75.29109289,HURTO DE LUMINARIA 
Octubre,2024,1641711,010297,27.8,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93186886,-75.29146124,HURTO DE LUMINARIA 
Octubre,2024,1641710,020296,37,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93183305,-75.29159046,HURTO DE LUMINARIA 
Octubre,2024,1641720,010292,27.8,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93172392,-75.2920063,HURTO DE LUMINARIA 
Octubre,2024,1648135,017197,27.8,0.5,LED,SED,CL 14 CRA 4 CAMELLON,2.93150795,-75.29283198,HURTO DE LUMINARIA 
Octubre,2024,1638190,038329,27.8,0.5,LED,SED,GRANJAS,2.949085067,-75.29056298,HURTO DE LUMINARIA 
Octubre,2024,1647136,035937,27.8,0.5,LED,SED,GRANJAS,2.95037,-75.28978,HURTO DE LUMINARIA 
Octubre,2024,1735514,067754,74.1,0.5,LED,SED,VILLA NAZARET,2.976318114,-75.287145,HURTO DE LUMINARIA 
Octubre,2024,1648616,028774,74.1,0.5,LED,SED,CR 17A CL 15-16 PARQ CABALLOS ESTADIO,2.93512856,-75.27919756,HURTO DE LUMINARIA 
Octubre,2024,1642374,062536,200,0.5,LED,SED,ALCALDIA - CENTRO ,2.920155036,-75.28962302,HURTO DE LUMINARIA 
Octubre,2024,1755636,062535,200,0.5,LED,SED,AVENIDA CIRCUNVALAR,2.91995608,-75.28967201,HURTO DE LUMINARIA 
Octubre,2024,1645106,062534,200,0.5,LED,SED,ALCALDIA - CENTRO ,2.91995608,-75.28967201,HURTO DE LUMINARIA 
Octubre,2024,1755634,062537,200,0.5,LED,SED,AVENIDA CIRCUNVALAR,2.920155036,-75.28962302,HURTO DE LUMINARIA 
Octubre,2024,1651040,012257,27.8,0.5,LED,SED,AV SURABASTOS,2.917768143,-75.28869901,HURTO DE LUMINARIA 
Octubre,2024,1651039,065589,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.917525,-75.288647,HURTO DE LUMINARIA 
Octubre,2024,1651038,065523,27.8,0.5,LED,SED,AV SURABASTOS,2.91736807,-75.28876199,HURTO DE LUMINARIA 
Octubre,2024,1651037,065587,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.916864,-75.288714,HURTO DE LUMINARIA 
Octubre,2024,1651036,065525,27.8,0.5,LED,SED,AV SURABASTOS,2.916740105,-75.28882104,HURTO DE LUMINARIA 
Octubre,2024,1651034,065510,27.8,0.5,LED,SED,AV SURABASTOS,2.916098035,-75.28884796,HURTO DE LUMINARIA 
Octubre,2024,1651033,066659,27.8,0.5,LED,SED,AV SURABASTOS,2.915645049,-75.28886701,HURTO DE LUMINARIA 
Octubre,2024,1651032,065570,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.915349,-75.288759,HURTO DE LUMINARIA 
Octubre,2024,1651031,065588,27.8,0.5,LED,SED,AV SURABASTOS,2.915080068,-75.28885796,HURTO DE LUMINARIA 
Octubre,2024,1651030,065521,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.914785,-75.288772,HURTO DE LUMINARIA 
Octubre,2024,1651005,068332,92.6,0.5,LED,SED,AV SURABASTOS,2.914856,-75.28895,HURTO DE LUMINARIA 
Octubre,2024,1651029,065585,27.8,0.5,LED,SED,AV SURABASTOS,2.91454403,-75.28888103,HURTO DE LUMINARIA 
Octubre,2024,1651028,065520,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.914323,-75.288775,HURTO DE LUMINARIA 
Octubre,2024,1651027,065524,27.8,0.5,LED,SED,AV SURABASTOS,2.913955071,-75.288887,HURTO DE LUMINARIA 
Octubre,2024,1651023,065584,27.8,0.5,LED,SED,AV SURABASTOS,2.912459238,-75.28856395,HURTO DE LUMINARIA 
Octubre,2024,1651018,033469,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.911142084,-75.28753296,HURTO DE LUMINARIA 
Octubre,2024,1651016,033471,27.8,0.5,LED,SED,ZONA INDUSTRIAL,2.91057796,-75.28739832,HURTO DE LUMINARIA 
Noviembre,2024,1739576,3160-150,150,0.5,LED,OTRAS MARCAS,C25B CON K 7A BR ALVARO SANCHEZ SILVA COMUNA 2,2.942085,-75.28879,HURTO DE LUMINARIA 
Noviembre,2024,1739577,3159-150,150,0.5,LED,OTRAS MARCAS,C25B CON K 7A BR ALVARO SANCHEZ SILVA COMUNA 2,2.942085,-75.28879,HURTO DE LUMINARIA 
Noviembre,2024,1638089,035798,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945473112,-75.30489403,HURTO DE LUMINARIA 
Noviembre,2024,1646988,035789,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.946481079,-75.30538301,HURTO DE LUMINARIA 
Noviembre,2024,1638087,035793,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945721038,-75.30507901,HURTO DE LUMINARIA 
Noviembre,2024,1638086,035797,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945843059,-75.30516003,HURTO DE LUMINARIA 
Noviembre,2024,1638084,043106,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.946056072,-75.30531396,HURTO DE LUMINARIA 
Noviembre,2024,1638080,043110,27.8,0.5,LED,SED,EL TRIÁNGULO,2.946638031,-75.30575604,HURTO DE LUMINARIA 
Noviembre,2024,1647017,035766,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.946843081,-75.30591797,HURTO DE LUMINARIA 
Noviembre,2024,1647005,043150,27.8,0.5,LED,SED,EL TRIÁNGULO,2.94769,-75.307847,HURTO DE LUMINARIA 
Noviembre,2024,1646993,043157,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.947085101,-75.30586504,HURTO DE LUMINARIA 
Noviembre,2024,1646979,043101,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945676055,-75.30482201,HURTO DE LUMINARIA 
Noviembre,2024,1646980,035792,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945464042,-75.30465098,HURTO DE LUMINARIA 
Noviembre,2024,1646981,032317,27.8,0.5,LED,SED,ANDENES ENTRE 7W Y PTE SANTANDER,2.945353058,-75.30456996,HURTO DE LUMINARIA 
Noviembre,2024,1650994,068355,92.6,0.5,LED,SED,AV SURABASTOS,2.917959,-75.288772,HURTO DE LUMINARIA 
Noviembre,2024,1650987,068365,92.6,0.5,LED,SED,AV SURABASTOS,2.916219,-75.288691,HURTO DE LUMINARIA 
Noviembre,2024,1650985,068366,92.6,0.5,LED,SED,AV SURABASTOS,2.915614,-75.288705,HURTO DE LUMINARIA 
Noviembre,2024,1650984,068395,92.6,0.5,LED,SED,AV SURABASTOS,2.915281043,-75.28869703,HURTO DE LUMINARIA 
Noviembre,2024,1749073,000609,70,0.5,LED,SED,VICENTE ARAUJO,2.973927897,-75.28925817,HURTO DE LUMINARIA 
Noviembre,2024,1749072,000607,70,0.5,LED,SED,VICENTE ARAUJO,2.973927897,-75.28925817,HURTO DE LUMINARIA 
Noviembre,2024,1749071,000608,70,0.5,LED,SED,VICENTE ARAUJO,2.974066566,-75.28933631,HURTO DE LUMINARIA 
Noviembre,2024,1749070,000606,70,0.5,LED,SED,VICENTE ARAUJO,2.974066566,-75.28933631,HURTO DE LUMINARIA 
Noviembre,2024,1749069,000610,70,0.5,LED,SED,VICENTE ARAUJO,2.974066566,-75.28933631,HURTO DE LUMINARIA 
Noviembre,2024,1638115,024033,46.3,0.5,LED,SED,C 37 CON K 17 PARQUE VILLA MILENA,2.949040089,-75.28539902,HURTO DE LUMINARIA 
Noviembre,2024,1638113,033280,27.8,0.5,LED,SED,LOS ANDES,2.948837083,-75.28572201,HURTO DE LUMINARIA 
Noviembre,2024,1645500,038398,92.6,0.5,LED,SED,SEVILLA,2.91585403,-75.28321196,HURTO DE LUMINARIA 
Noviembre,2024,1650998,068325,92.6,0.5,LED,SED,AV SURABASTOS,2.916875,-75.288894,HURTO DE LUMINARIA 
Diciembre,2024,1640069,008680,27.8,0.5,LED,SED,C18B #23A-29 TIMA,2.91085822,-75.27189307,HURTO DE LUMINARIA 
Diciembre,2024,1766700,048498,70,0.5,LED,SED,LA ESPERANZA,2.913309138,-75.27660755,HURTO DE LUMINARIA 
Diciembre,2024,1766696,048497,70,0.5,LED,SED,LA ESPERANZA,2.913260738,-75.2766016,HURTO DE LUMINARIA 
Diciembre,2024,1649555,024023,46.3,0.5,LED,SED,C 37 K 18 PARQUE VILLA MILENA,2.949444117,-75.28508696,HURTO DE LUMINARIA 
Diciembre,2024,1721430,012279,27.8,0.5,LED,SED,MANZANARES,2.912792087,-75.26810899,HURTO DE LUMINARIA 
Diciembre,2024,1650695,L054&C9-0026,100,0.5,LED,OTRAS MARCAS,K 31 CON C 3 LOS PARQUES,2.92705382,-75.2658762,HURTO DE LUMINARIA 
Diciembre,2024,1631120,031379,200,0.5,LED,SED,LOS ANDES,2.94744506,-75.284184,HURTO DE LUMINARIA 
Diciembre,2024,1631118,031367,200,0.5,LED,SED,LOS ANDES,2.948065062,-75.28448497,HURTO DE LUMINARIA 
Enero,2025,1649288,032069,70,0.5,LED,SED,CALLE  56B CARRERA 7 BARRIO VILLA CAROLINA,2.958257077,-75.28665901,HURTO DE LUMINARIA 
Enero,2025,1649289,031017,70,0.5,LED,SED,CALLE  56B CARRERA 7 BARRIO VILLA CAROLINA,2.958257077,-75.28665901,HURTO DE LUMINARIA 
Enero,2025,1649290,032071,70,0.5,LED,SED,CALLE  56B CARRERA 7 BARRIO VILLA CAROLINA,2.958257077,-75.28665901,HURTO DE LUMINARIA 
Enero,2025,1649291,031016,70,0.5,LED,SED,CALLE  56B CARRERA 7 BARRIO VILLA CAROLINA,2.958257077,-75.28665901,HURTO DE LUMINARIA 
Enero,2025,1649824,040119,106.5,0.5,LED,SED,AV 2 CON CARRERA 26 BARRIO BARRIO CANDIDO,2.94129375,-75.29900048,HURTO DE LUMINARIA 
Enero,2025,1739897,054387,46.3,0.5,LED,SED,AV 2 CON CARRERA 26 BARRIO BARRIO CANDIDO,2.94119765,-75.29609632,HURTO DE LUMINARIA 
Enero,2025,1635735,020483,37,0.5,LED,SED,AV 2 CON CARRERA 26 BARRIO BARRIO CANDIDO,2.94168584,-75.29779382,HURTO DE LUMINARIA 
Enero,2025,1649999,036234,60.2,0.5,LED,SED,AV 2 CON CARRERA 26 BARRIO BARRIO CANDIDO,2.94156563,-75.29766373,HURTO DE LUMINARIA 
Enero,2025,1646463,020774,37,0.5,LED,SED,CALLE 79 CON CARRERA 1D BARRIO VILLA MARCELA,2.97335394,-75.29199994,HURTO DE LUMINARIA 
Enero,2025,1672716,066923,27.8,0.5,LED,SED,CALLE 29 SUR LOTE INTERNO GLORIETA CARRERA 5 SALIDA AL SUR BARRIO ZONA INDUSTRIAL,2.89843,-75.281353,HURTO DE LUMINARIA 
Enero,2025,1648934,020823,37,0.5,LED,SED,CALLE 16 Y 15 CON CARRERA 18 Y 20 SUR BARRIO ESPERANZA,2.912533098,-75.27693903,HURTO DE LUMINARIA 
Enero,2025,1720643,010260,27.8,0.5,LED,SED,CALLE 43 CON CARRERA 1 BARRIO CANDIDO,2.95175727,-75.2977177,HURTO DE LUMINARIA 
Enero,2025,1720663,010251,27.8,0.5,LED,SED,CALLE 43 CON CARRERA 1 BARRIO CANDIDO,2.95190125,-75.2973771,HURTO DE LUMINARIA 
Enero,2025,1720670,010259,27.8,0.5,LED,SED,CALLE 43 CON CARRERA 1 BARRIO CANDIDO,2.95174723,-75.297194,HURTO DE LUMINARIA 
Enero,2025,1720666,006868,27.8,0.5,LED,SED,CALLE 43 CON CARRERA 1 BARRIO CANDIDO,2.95162301,-75.2973637,HURTO DE LUMINARIA 
Enero,2025,1722620,3352-150,150,0.5,LED,OTRAS MARCAS,TRANSVERSAL 7 CALLE 55 BARRIO MUNICIPAL,2.95669029,-75.28975808,HURTO DE LUMINARIA 
Enero,2025,1722619,3354-150,150,0.5,LED,OTRAS MARCAS,TRANSVERSAL 7 CALLE 55 BARRIO MUNICIPAL,2.95687,-75.289958,HURTO DE LUMINARIA 
Enero,2025,1758279,3632-150,150,0.5,LED,OTRAS MARCAS,CALLE 18 ESTE SUR CARRERA 25 BARRIO TIMANCO ,2.910956073,-75.272252,HURTO DE LUMINARIA 
Enero,2025,1640060,008672,27.8,0.5,LED,SED,CALLE 18 ESTE SUR CARRERA 25 BARRIO TIMANCO ,2.91089773,-75.27211837,HURTO DE LUMINARIA 
Febrero,2025,1729184,1878-50,50,0.5,LED,OTRAS MARCAS,CARRERA 22 CALLE 40 BARRIO VILLA NUBIA,2.95302793,-75.27925607,HURTO DE LUMINARIA 
Febrero,2025,1631058,031395,200,0.5,LED,SED,CALLE 47 CARRERA 18B - CARRERA 18 BARRIO PARQUÉ YAHAIRA,2.95477945,-75.28502619,HURTO DE LUMINARIA 
Febrero,2025,1631059,031400,200,0.5,LED,SED,CALLE 47 CARRERA 18B - CARRERA 18 BARRIO PARQUÉ YAHAIRA,2.95472162,-75.28531275,HURTO DE LUMINARIA 
Febrero,2025,1650993,038455,92.6,0.5,LED,SED,ENTRE LA CALLE 11 SUR Y MONUMENTO A LA MADRE TIERRA DIAGONAL A BOSQUES DE BAVIERA.,2.917926,-75.288551,HURTO DE LUMINARIA 
Febrero,2025,1650991,068352,92.6,0.5,LED,SED,ENTRE LA CALLE 11 SUR Y MONUMENTO A LA MADRE TIERRA DIAGONAL A BOSQUES DE BAVIERA.,2.917333096,-75.28861702,HURTO DE LUMINARIA 
Febrero,2025,1650988,068340,92.6,0.5,LED,SED,ENTRE LA CALLE 11 SUR Y MONUMENTO A LA MADRE TIERRA DIAGONAL A BOSQUES DE BAVIERA.,2.91645,-75.288685,HURTO DE LUMINARIA 
Febrero,2025,1636937,008774,27.8,0.5,LED,SED,VÍA CONJUNTO RESIDENCIAL VALLE DEL TURÍN,2.89305301,-75.25664016,HURTO DE LUMINARIA 
Febrero,2025,1631056,039970,200,0.5,LED,SED,CALLE 45 CARRERA 20 BARRIO PRADO DEL NORTE,2.9553101,-75.28252496,HURTO DE LUMINARIA 
Febrero,2025,1643976,028663,74.1,0.5,LED,SED,AVENIDA BUGANVILES – CALLE 19 CARRERA 38 Y 39 BARRIO GUADUALES,2.940365105,-75.26126702,HURTO DE LUMINARIA 
Febrero,2025,1643582,065271,46.3,0.5,LED,SED,TRANSVERSAL 8B – CARRERA 16 BARRIO GUALANDAY,2.950498115,-75.28708201,HURTO DE LUMINARIA 
Marzo,2025,1639843,028973,74.1,0.5,LED,SED,AV CIRCUNVALAR - CL 8 MALECOM,2.92383063,-75.29315274,HURTO DE LUMINARIA 
Marzo,2025,1644995,025322,60.2,0.5,LED,SED,CALLE 7 CARRERA 15 ALTICO,2.929520076,-75.28011096,HURTO DE LUMINARIA 
Marzo,2025,1739250,031092,70,0.5,LED,SED,CARRERA 15A ENTRE CALLE 7 Y 8 (PARQUE ANDINO LA ESTACIÓN),2.929827665,-75.27942132,HURTO DE LUMINARIA 
Marzo,2025,1642549,028855,74.1,0.5,LED,SED,MARGEN DE LA VÍA DERECHA PEATONAL DEL SECTOR DEL MALECÓN DIAGONAL AL CAI DEL MALECON,2.92411513,-75.29334169,HURTO DE LUMINARIA 
Marzo,2025,1640699,067241,27.8,0.5,LED,SED,CALLE 48 CON CARRERA 18 LOS PINOS,2.954106,-75.285729,HURTO DE LUMINARIA 